species,matric_pot,hyphal_rate,type
l.conif.n,-0.67,5.1057995604,smoothed
l.conif.n,-0.68,5.0874415422,smoothed
l.conif.n,-0.69,5.0684674661,smoothed
l.conif.n,-0.7,5.0489276283,smoothed
l.conif.n,-0.71,5.0288622027,smoothed
l.conif.n,-0.72,5.0083033184,smoothed
l.conif.n,-0.73,4.9872767869,smoothed
l.conif.n,-0.74,4.9658035187,smoothed
l.conif.n,-0.75,4.9439006686999996,smoothed
l.conif.n,-0.76,4.9215825484,smoothed
l.conif.n,-0.77,4.8988613457,smoothed
l.conif.n,-0.78,4.8757476829,smoothed
l.conif.n,-0.79,4.8522510457,smoothed
l.conif.n,-0.8,4.8283801085,smoothed
l.conif.n,-0.81,4.8041429776,smoothed
l.conif.n,-0.82,4.7795473714,smoothed
l.conif.n,-0.83,4.7546007522,smoothed
l.conif.n,-0.84,4.7293104202,smoothed
l.conif.n,-0.85,4.7036835813,smoothed
l.conif.n,-0.86,4.6777273938,smoothed
l.conif.n,-0.87,4.6514490005,smoothed
l.conif.n,-0.88,4.6248555501,smoothed
l.conif.n,-0.89,4.5979542112,smoothed
l.conif.n,-0.9,4.5707521804,smoothed
l.conif.n,-0.91,4.5432566875,smoothed
l.conif.n,-0.92,4.515474997,smoothed
l.conif.n,-0.93,4.4874144086,smoothed
l.conif.n,-0.94,4.4590822568,smoothed
l.conif.n,-0.95,4.4304859083,smoothed
l.conif.n,-0.96,4.4016327608,smoothed
l.conif.n,-0.97,4.3725302398,smoothed
l.conif.n,-0.98,4.3431857958,smoothed
l.conif.n,-0.99,4.313606902,smoothed
l.conif.n,-1,4.2838010508,smoothed
l.conif.n,-1.01,4.2537757507,smoothed
l.conif.n,-1.02,4.2235385239,smoothed
l.conif.n,-1.03,4.1930969024,smoothed
l.conif.n,-1.04,4.1624584255,smoothed
l.conif.n,-1.05,4.1316306367,smoothed
l.conif.n,-1.06,4.1006210805,smoothed
l.conif.n,-1.07,4.0694372994,smoothed
l.conif.n,-1.08,4.0380868312,smoothed
l.conif.n,-1.09,4.0065772055,smoothed
l.conif.n,-1.1,3.9749159414,smoothed
l.conif.n,-1.11,3.943110544,smoothed
l.conif.n,-1.12,3.9111685019,smoothed
l.conif.n,-1.13,3.8790972844,smoothed
l.conif.n,-1.14,3.8469043381,smoothed
l.conif.n,-1.15,3.814597085,smoothed
l.conif.n,-1.16,3.7821829189,smoothed
l.conif.n,-1.17,3.7496692034,smoothed
l.conif.n,-1.18,3.7170632687,smoothed
l.conif.n,-1.19,3.6843724092,smoothed
l.conif.n,-1.2,3.6516038809,smoothed
l.conif.n,-1.21,3.6187648988,smoothed
l.conif.n,-1.22,3.5858626345,smoothed
l.conif.n,-1.23,3.5529042135,smoothed
l.conif.n,-1.24,3.519896713,smoothed
l.conif.n,-1.25,3.4868471595,smoothed
l.conif.n,-1.26,3.4537625265,smoothed
l.conif.n,-1.27,3.4206497319,smoothed
l.conif.n,-1.28,3.3875156362,smoothed
l.conif.n,-1.29,3.3543670402,smoothed
l.conif.n,-1.3,3.3212106828,smoothed
l.conif.n,-1.31,3.2880532387,smoothed
l.conif.n,-1.32,3.2549013169,smoothed
l.conif.n,-1.33,3.2217614584,smoothed
l.conif.n,-1.34,3.1886401343,smoothed
l.conif.n,-1.35,3.1555437438,smoothed
l.conif.n,-1.36,3.1224786128,smoothed
l.conif.n,-1.37,3.0894509917,smoothed
l.conif.n,-1.38,3.0564670542,smoothed
l.conif.n,-1.39,3.023532895,smoothed
l.conif.n,-1.4,2.9906545287,smoothed
l.conif.n,-1.41,2.9578378884,smoothed
l.conif.n,-1.42,2.9250888236,smoothed
l.conif.n,-1.43,2.8924130994,smoothed
l.conif.n,-1.44,2.8598163948,smoothed
l.conif.n,-1.45,2.8273043016,smoothed
l.conif.n,-1.46,2.794882323,smoothed
l.conif.n,-1.47,2.7625558725,smoothed
l.conif.n,-1.48,2.7303302728,smoothed
l.conif.n,-1.49,2.6982107546,smoothed
l.conif.n,-1.5,2.6662024559,smoothed
l.conif.n,-1.51,2.6343104205,smoothed
l.conif.n,-1.52,2.6025395978,smoothed
l.conif.n,-1.53,2.5708948415,smoothed
l.conif.n,-1.54,2.5393809087,smoothed
l.conif.n,-1.55,2.5080024598,smoothed
l.conif.n,-1.56,2.4767640571,smoothed
l.conif.n,-1.57,2.4456701648,smoothed
l.conif.n,-1.58,2.4147251482,smoothed
l.conif.n,-1.59,2.383933273,smoothed
l.conif.n,-1.6,2.3532987053,smoothed
l.conif.n,-1.61,2.3228255107,smoothed
l.conif.n,-1.62,2.2925176546,smoothed
l.conif.n,-1.63,2.2623790013,smoothed
l.conif.n,-1.64,2.2324133143,smoothed
l.conif.n,-1.65,2.2026242557,smoothed
l.conif.n,-1.66,2.1730153863,smoothed
l.conif.n,-1.67,2.1435901657,smoothed
l.conif.n,-1.68,2.1143519518,smoothed
l.conif.n,-1.69,2.0853040016,smoothed
l.conif.n,-1.7,2.0564494704,smoothed
l.conif.n,-1.71,2.0277914125,smoothed
l.conif.n,-1.72,1.9993327814,smoothed
l.conif.n,-1.73,1.9710764297,smoothed
l.conif.n,-1.74,1.9430251097,smoothed
l.conif.n,-1.75,1.9151814736,smoothed
l.conif.n,-1.76,1.8875480737,smoothed
l.conif.n,-1.77,1.8601273633,smoothed
l.conif.n,-1.78,1.8329216966,smoothed
l.conif.n,-1.79,1.8059333295,smoothed
l.conif.n,-1.8,1.77916442,smoothed
l.conif.n,-1.81,1.7526170291,smoothed
l.conif.n,-1.82,1.726293121,smoothed
l.conif.n,-1.83,1.7001945641,smoothed
l.conif.n,-1.84,1.6743231313,smoothed
l.conif.n,-1.85,1.6486805014,smoothed
l.conif.n,-1.86,1.623268259,smoothed
l.conif.n,-1.87,1.5980878962,smoothed
l.conif.n,-1.88,1.5731408128,smoothed
l.conif.n,-1.89,1.5484283172,smoothed
l.conif.n,-1.9,1.5239516279,smoothed
l.conif.n,-1.91,1.4997118738,smoothed
l.conif.n,-1.92,1.4757100952,smoothed
l.conif.n,-1.93,1.4519472454,smoothed
l.conif.n,-1.94,1.428424191,smoothed
l.conif.n,-1.95,1.4051417133,smoothed
l.conif.n,-1.96,1.3821005094,smoothed
l.conif.n,-1.97,1.3593011932,smoothed
l.conif.n,-1.98,1.3367442965,smoothed
l.conif.n,-1.99,1.3144302701,smoothed
l.conif.n,-2,1.2923594852,smoothed
l.conif.n,-2.01,1.2705322345,smoothed
l.conif.n,-2.02,1.248948733,smoothed
l.conif.n,-2.03,1.22760912,smoothed
l.conif.n,-2.04,1.2065134594,smoothed
l.conif.n,-2.05,1.1856617419,smoothed
l.conif.n,-2.06,1.1650538856,smoothed
l.conif.n,-2.07,1.1446897374,smoothed
l.conif.n,-2.08,1.1245690747,smoothed
l.conif.n,-2.09,1.1046916061,smoothed
l.conif.n,-2.1,1.0850569732,smoothed
l.conif.n,-2.11,1.0656647516,smoothed
l.conif.n,-2.12,1.0465144527,smoothed
l.conif.n,-2.13,1.0276055244,smoothed
l.conif.n,-2.14,1.008937353,smoothed
l.conif.n,-2.15,0.9905092642,smoothed
l.conif.n,-2.16,0.9723205248,smoothed
l.conif.n,-2.17,0.9543703437,smoothed
l.conif.n,-2.18,0.9366578736,smoothed
l.conif.n,-2.19,0.9191822122,smoothed
l.conif.n,-2.2,0.9019424035,smoothed
l.conif.n,-2.21,0.8849374396,smoothed
l.conif.n,-2.22,0.8681662614,smoothed
l.conif.n,-2.23,0.8516277606,smoothed
l.conif.n,-2.24,0.8353207807,smoothed
l.conif.n,-2.25,0.8192441186,smoothed
l.conif.n,-2.26,0.8033965258,smoothed
l.conif.n,-2.27,0.7877767098,smoothed
l.conif.n,-2.28,0.7723833355,smoothed
l.conif.n,-2.29,0.7572150268,smoothed
l.conif.n,-2.3,0.7422703674,smoothed
l.conif.n,-2.31,0.7275479025,smoothed
l.conif.n,-2.32,0.7130461403,smoothed
l.conif.n,-2.33,0.6987635528,smoothed
l.conif.n,-2.34,0.6846985778,smoothed
l.conif.n,-2.35,0.6708496196,smoothed
l.conif.n,-2.36,0.6572150506,smoothed
l.conif.n,-2.37,0.6437932125,smoothed
l.conif.n,-2.38,0.6305824177,smoothed
l.conif.n,-2.39,0.6175809505,smoothed
l.conif.n,-2.4,0.60478706820000006,smoothed
l.conif.n,-2.41,0.5921990027,smoothed
l.conif.n,-2.42,0.5798149614,smoothed
l.conif.n,-2.43,0.5676331285,smoothed
l.conif.n,-2.44,0.5556516663,smoothed
l.conif.n,-2.45,0.5438687163,smoothed
l.conif.n,-2.46,0.5322824004,smoothed
l.conif.n,-2.47,0.5208908221,smoothed
l.conif.n,-2.48,0.5096920676,smoothed
l.conif.n,-2.49,0.4986842068,smoothed
l.conif.n,-2.5,0.4878652946,smoothed
l.conif.n,-2.51,0.4772333722,smoothed
l.conif.n,-2.52,0.4667864675,smoothed
l.conif.n,-2.53,0.4565225968,smoothed
l.conif.n,-2.54,0.4464397657,smoothed
l.conif.n,-2.55,0.4365359698,smoothed
l.conif.n,-2.56,0.4268091961,smoothed
l.conif.n,-2.57,0.4172574239,smoothed
l.conif.n,-2.58,0.4078786255,smoothed
l.conif.n,-2.59,0.3986707677,smoothed
l.conif.n,-2.6,0.3896318121,smoothed
l.conif.n,-2.61,0.3807597164,smoothed
l.conif.n,-2.62,0.3720524353,smoothed
l.conif.n,-2.63,0.3635079213,smoothed
l.conif.n,-2.64,0.3551241254,smoothed
l.conif.n,-2.65,0.3468989983,smoothed
l.conif.n,-2.66,0.3388304908,smoothed
l.conif.n,-2.67,0.3309165551,smoothed
l.conif.n,-2.68,0.3231551451,smoothed
l.conif.n,-2.69,0.3155442173,smoothed
l.conif.n,-2.7,0.3080817319,smoothed
l.conif.n,-2.71,0.300765653,smoothed
l.conif.n,-2.72,0.2935939496,smoothed
l.conif.n,-2.73,0.2865645963,smoothed
l.conif.n,-2.74,0.2796755739,smoothed
l.conif.n,-2.75,0.27292487,smoothed
l.conif.n,-2.76,0.2663104796,smoothed
l.conif.n,-2.77,0.259830406,smoothed
l.conif.n,-2.78,0.2534826611,smoothed
l.conif.n,-2.79,0.2472652659,smoothed
l.conif.n,-2.8,0.2411762516,smoothed
l.conif.n,-2.81,0.2352136593,smoothed
l.conif.n,-2.82,0.2293755412,smoothed
l.conif.n,-2.83,0.223659961,smoothed
l.conif.n,-2.84,0.2180649941,smoothed
l.conif.n,-2.85,0.2125887281,smoothed
l.conif.n,-2.86,0.2072292636,smoothed
l.conif.n,-2.87,0.2019847144,smoothed
l.conif.n,-2.88,0.1968532076,smoothed
l.conif.n,-2.89,0.1918328847,smoothed
l.conif.n,-2.9,0.1869219014,smoothed
l.conif.n,-2.91,0.182118428,smoothed
l.conif.n,-2.92,0.1774206502,smoothed
l.conif.n,-2.93,0.1728267689,smoothed
l.conif.n,-2.94,0.1683350007,smoothed
l.conif.n,-2.95,0.1639435784,smoothed
l.conif.n,-2.96,0.1596507511,smoothed
l.conif.n,-2.97,0.1554547842,smoothed
l.conif.n,-2.98,0.1513539603,smoothed
l.conif.n,-2.99,0.1473465788,smoothed
l.conif.n,-3,0.1434309564,smoothed
l.conif.n,-3.01,0.1396054275,smoothed
l.conif.n,-3.02,0.1358683439,smoothed
l.conif.n,-3.03,0.1322180755,smoothed
l.conif.n,-3.04,0.12865301,smoothed
l.conif.n,-3.05,0.1251715535,smoothed
l.conif.n,-3.06,0.1217721302,smoothed
l.conif.n,-3.07,0.118453183,smoothed
l.conif.n,-3.08,0.115213173,smoothed
l.conif.n,-3.09,0.1120505804,smoothed
l.conif.n,-3.1,0.1089639037,smoothed
l.conif.n,-3.11,0.1059516606,smoothed
l.conif.n,-3.12,0.1030123874,smoothed
l.conif.n,-3.13,0.1001446395,smoothed
l.conif.n,-3.14,0.0973469912,smoothed
l.conif.n,-3.15,0.094618036,smoothed
l.conif.n,-3.16,0.0919563863,smoothed
l.conif.n,-3.17,0.0893606735,smoothed
l.conif.n,-3.18,0.0868295482,smoothed
l.conif.n,-3.19,0.0843616799,smoothed
l.conif.n,-3.2,0.0819557574,smoothed
l.conif.n,-3.21,0.0796104883,smoothed
l.conif.n,-3.22,0.0773245993,smoothed
l.conif.n,-3.23,0.0750968358,smoothed
l.conif.n,-3.24,0.0729259625,smoothed
l.conif.n,-3.25,0.0708107626,smoothed
l.conif.n,-3.26,0.0687500382,smoothed
l.conif.n,-3.27,0.0667426101,smoothed
l.conif.n,-3.28,0.0647873177,smoothed
l.conif.n,-3.29,0.062883019,smoothed
l.conif.n,-3.3,0.0610285903,smoothed
l.conif.n,-3.31,0.0592229264,smoothed
l.conif.n,-3.32,0.0574649402,smoothed
l.conif.n,-3.33,0.0557535628,smoothed
l.conif.n,-3.34,0.0540877433,smoothed
l.conif.n,-3.35,0.0524664487,smoothed
l.conif.n,-3.36,0.0508886637,smoothed
l.conif.n,-3.37,0.0493533907,smoothed
l.conif.n,-3.38,0.0478596495,smoothed
l.conif.n,-3.39,0.0464064774,smoothed
l.conif.n,-3.4,0.0449929287,smoothed
l.conif.n,-3.41,0.0436180749,smoothed
l.conif.n,-3.42,0.0422810043,smoothed
l.conif.n,-3.43,0.0409808221,smoothed
l.conif.n,-3.44,0.0397166499,smoothed
l.conif.n,-3.45,0.0384876258,smoothed
l.conif.n,-3.46,0.0372929041,smoothed
l.conif.n,-3.47,0.0361316553,smoothed
l.conif.n,-3.48,0.0350030657,smoothed
l.conif.n,-3.49,0.0339063373,smoothed
l.conif.n,-3.5,0.0328406877,smoothed
l.conif.n,-3.51,0.03180535,smoothed
l.conif.n,-3.52,0.0307995723,smoothed
l.conif.n,-3.53,0.0298226178,smoothed
l.conif.n,-3.54,0.0288737646,smoothed
l.conif.n,-3.55,0.0279523052,smoothed
l.conif.n,-3.56,0.0270575468,smoothed
l.conif.n,-3.57,0.0261888108,smoothed
l.conif.n,-3.58,0.0253454325,smoothed
l.conif.n,-3.59,0.0245267615,smoothed
l.conif.n,-3.6,0.0237321606,smoothed
l.conif.n,-3.61,0.0229610064,smoothed
l.conif.n,-3.62,0.0222126888,smoothed
l.conif.n,-3.63,0.0214866107,smoothed
l.conif.n,-3.64,0.020782188,smoothed
l.conif.n,-3.65,0.0200988492,smoothed
l.conif.n,-3.66,0.0194360356,smoothed
l.conif.n,-3.67,0.0187932007,smoothed
l.conif.n,-3.68,0.01816981,smoothed
l.conif.n,-3.69,0.0175653413,smoothed
l.conif.n,-3.7,0.0169792839,smoothed
l.conif.n,-3.71,0.0164111387,smoothed
l.conif.n,-3.72,0.0158604182,smoothed
l.conif.n,-3.73,0.0153266458,smoothed
l.conif.n,-3.74,0.0148093563,smoothed
l.conif.n,-3.75,0.0143080948,smoothed
l.conif.n,-3.76,0.0138224176,smoothed
l.conif.n,-3.77,0.0133518911,smoothed
l.conif.n,-3.78,0.012896092,smoothed
l.conif.n,-3.79,0.0124546071,smoothed
l.conif.n,-3.8,0.0120270333,smoothed
l.conif.n,-3.81,0.011612977,smoothed
l.conif.n,-3.82,0.0112120543,smoothed
l.conif.n,-3.83,0.0108238904,smoothed
l.conif.n,-3.84,0.0104481199,smoothed
l.conif.n,-3.85,0.0100843865,smoothed
l.conif.n,-3.86,0.0097323426,smoothed
l.conif.n,-3.87,0.0093916493,smoothed
l.conif.n,-3.88,0.0090619761,smoothed
l.conif.n,-3.89,0.008743001,smoothed
l.conif.n,-3.9,0.0084344101,smoothed
l.conif.n,-3.91,0.0081358976,smoothed
l.conif.n,-3.92,0.0078471653,smoothed
l.conif.n,-3.93,0.007567923,smoothed
l.conif.n,-3.94,0.0072978876,smoothed
l.conif.n,-3.95,0.0070367839,smoothed
l.conif.n,-3.96,0.0067843434,smoothed
l.conif.n,-3.97,0.006540305,smoothed
l.conif.n,-3.98,0.0063044145,smoothed
l.conif.n,-3.99,0.0060764241,smoothed
l.conif.n,-4,0.0058560931,smoothed
l.conif.n,-4.01,0.0056431869,smoothed
l.conif.n,-4.02,0.0054374775,smoothed
l.conif.n,-4.03,0.0052387428,smoothed
l.conif.n,-4.04,0.0050467669,smoothed
l.conif.n,-4.05,0.00486134,smoothed
l.conif.n,-4.06,0.0046822577,smoothed
l.conif.n,-4.07,0.0045093215,smoothed
l.conif.n,-4.08,0.0043423383,smoothed
l.conif.n,-4.09,0.0041811205,smoothed
l.conif.n,-4.1,0.0040254857,smoothed
l.conif.n,-4.11,0.0038752565,smoothed
l.conif.n,-4.12,0.0037302608,smoothed
l.conif.n,-4.13,0.0035903311,smoothed
l.conif.n,-4.14,0.003455305,smoothed
l.conif.n,-4.15,0.0033250244,smoothed
l.conif.n,-4.16,0.003199336,smoothed
l.conif.n,-4.17,0.003078091,smoothed
l.conif.n,-4.18,0.0029611446,smoothed
l.conif.n,-4.19,0.0028483565,smoothed
l.conif.n,-4.2,0.0027395905,smoothed
l.conif.n,-4.21,0.0026347143,smoothed
l.conif.n,-4.22,0.0025335995,smoothed
l.conif.n,-4.23,0.0024361217,smoothed
l.conif.n,-4.24,0.0023421601,smoothed
l.conif.n,-4.25,0.0022515973,smoothed
l.conif.n,-4.26,0.0021643199,smoothed
l.conif.n,-4.27,0.0020802175,smoothed
l.conif.n,-4.28,0.0019991833,smoothed
l.conif.n,-4.29,0.0019211137,smoothed
l.conif.n,-4.3,0.0018459081,smoothed
l.conif.n,-4.31,0.0017734692,smoothed
l.conif.n,-4.32,0.0017037027,smoothed
l.conif.n,-4.33,0.001636517,smoothed
l.conif.n,-4.34,0.0015718236,smoothed
l.conif.n,-4.35,0.0015095367,smoothed
l.conif.n,-4.36,0.0014495731,smoothed
l.conif.n,-4.37,0.0013918522,smoothed
l.conif.n,-4.38,0.0013362961,smoothed
l.conif.n,-4.39,0.0012828292,smoothed
l.conif.n,-4.4,0.0012313784,smoothed
l.conif.n,-4.41,0.0011818731,smoothed
l.conif.n,-4.42,0.0011342445,smoothed
l.conif.n,-4.43,0.0010884265,smoothed
l.conif.n,-4.44,0.0010443549,smoothed
l.conif.n,-4.45,0.0010019676,smoothed
l.conif.n,-4.46,9.612046e-4,smoothed
l.conif.n,-4.47,9.220077e-4,smoothed
l.conif.n,-4.48,8.843207e-4,smoothed
l.conif.n,-4.49,8.480894e-4,smoothed
l.conif.n,-4.5,8.132613e-4,smoothed
l.conif.n,-4.51,7.797853e-4,smoothed
l.conif.n,-4.52,7.476126e-4,smoothed
l.conif.n,-4.53,7.166956e-4,smoothed
l.conif.n,-4.54,6.869885e-4,smoothed
l.conif.n,-4.55,6.584469e-4,smoothed
l.conif.n,-4.56,6.310279e-4,smoothed
l.conif.n,-4.57,6.046903e-4,smoothed
l.conif.n,-4.58,5.79394e-4,smoothed
l.conif.n,-4.59,5.551004e-4,smoothed
l.conif.n,-4.6,5.317722e-4,smoothed
l.conif.n,-4.61,5.093735e-4,smoothed
l.conif.n,-4.62,4.878695e-4,smoothed
l.conif.n,-4.63,4.672265e-4,smoothed
l.conif.n,-4.64,4.474123e-4,smoothed
l.conif.n,-4.65,4.283955e-4,smoothed
l.conif.n,-4.66,4.101459e-4,smoothed
l.conif.n,-4.67,3.926346e-4,smoothed
l.conif.n,-4.68,3.758333e-4,smoothed
l.conif.n,-4.69,3.597149e-4,smoothed
l.conif.n,-4.7,3.442535e-4,smoothed
l.conif.n,-4.71,3.294236e-4,smoothed
l.conif.n,-4.72,3.152011e-4,smoothed
l.conif.n,-4.73,3.015624e-4,smoothed
l.conif.n,-4.74,2.884851e-4,smoothed
l.conif.n,-4.75,2.759472e-4,smoothed
l.conif.n,-4.76,2.639279e-4,smoothed
l.conif.n,-4.77,2.524068e-4,smoothed
l.conif.n,-4.78,2.413646e-4,smoothed
l.conif.n,-4.79,2.307823e-4,smoothed
l.conif.n,-4.8,2.206419e-4,smoothed
l.conif.n,-4.81,2.10926e-4,smoothed
l.conif.n,-4.82,2.016178e-4,smoothed
l.conif.n,-4.83,1.92701e-4,smoothed
l.conif.n,-4.84,1.841602e-4,smoothed
l.conif.n,-4.85,1.759804e-4,smoothed
l.conif.n,-4.86,1.68147e-4,smoothed
l.conif.n,-4.87,1.606463e-4,smoothed
l.conif.n,-4.88,1.534648e-4,smoothed
l.conif.n,-4.89,1.465897e-4,smoothed
l.conif.n,-4.9,1.400086e-4,smoothed
l.conif.n,-4.91,1.337096e-4,smoothed
l.conif.n,-4.92,1.276812e-4,smoothed
l.conif.n,-4.93,1.219124e-4,smoothed
l.conif.n,-4.94,1.163926e-4,smoothed
l.conif.n,-4.95,1.111116e-4,smoothed
l.conif.n,-4.96,1.060597e-4,smoothed
l.conif.n,-4.97,1.012272e-4,smoothed
l.conif.n,-4.98,9.66053641503428e-5,smoothed
l.conif.n,-4.99,9.21852885952515e-5,smoothed
l.conif.n,-5,8.79586525848788e-5,smoothed
l.crin.s,-0,0.143625612,smoothed
l.crin.s,-0.01,0.2040820917,smoothed
l.crin.s,-0.02,0.2840630298,smoothed
l.crin.s,-0.03,0.3874108195,smoothed
l.crin.s,-0.04,0.5178434372,smoothed
l.crin.s,-0.05,0.6786266136,smoothed
l.crin.s,-0.06,0.8722078124,smoothed
l.crin.s,-0.07,1.0998498065,smoothed
l.crin.s,-0.08,1.3613103919,smoothed
l.crin.s,-0.09,1.6546171824,smoothed
l.crin.s,-0.1,1.9759807396,smoothed
l.crin.s,-0.11,2.3198752263,smoothed
l.crin.s,-0.12,2.679294858,smoothed
l.crin.s,-0.13,3.0461698722,smoothed
l.crin.s,-0.14,3.4119018796,smoothed
l.crin.s,-0.15,3.7679598557,smoothed
l.crin.s,-0.16,4.1064683612,smoothed
l.crin.s,-0.17,4.4207208303,smoothed
l.crin.s,-0.18,4.7055626632,smoothed
l.crin.s,-0.19,4.9576090091,smoothed
l.crin.s,-0.2,5.1752865336,smoothed
l.crin.s,-0.21,5.3587125604,smoothed
l.crin.s,-0.22,5.5094445873,smoothed
l.crin.s,-0.23,5.6301454406,smoothed
l.crin.s,-0.24,5.7242131366,smoothed
l.crin.s,-0.25,5.7954205021,smoothed
l.crin.s,-0.26,5.847599789,smoothed
l.crin.s,-0.27,5.8843946076,smoothed
l.crin.s,-0.28,5.9090882427,smoothed
l.crin.s,-0.29,5.9245060283,smoothed
l.crin.s,-0.3,5.9329812708,smoothed
l.crin.s,-0.31,5.9363696976,smoothed
l.crin.s,-0.32,5.936096224,smoothed
l.crin.s,-0.33,5.9332191888,smoothed
l.crin.s,-0.34,5.9285001017,smoothed
l.crin.s,-0.35,5.9224704403,smoothed
l.crin.s,-0.36,5.915490399,smoothed
l.crin.s,-0.37,5.9077972848,smoothed
l.crin.s,-0.38,5.8995432767,smoothed
l.crin.s,-0.39,5.8908235238,smoothed
l.crin.s,-0.4,5.881696182,smoothed
l.crin.s,-0.41,5.8721961531,smoothed
l.crin.s,-0.42,5.862344164,smoothed
l.crin.s,-0.43,5.8521525621,smoothed
l.crin.s,-0.44,5.8416288918,smoothed
l.crin.s,-0.45,5.8307780329,smoothed
l.crin.s,-0.46,5.819603439,smoothed
l.crin.s,-0.47,5.808107833,smoothed
l.crin.s,-0.48,5.7962935867,smoothed
l.crin.s,-0.49,5.7841629214,smoothed
l.crin.s,-0.5,5.7717180109,smoothed
l.crin.s,-0.51,5.758961033,smoothed
l.crin.s,-0.52,5.7458941941,smoothed
l.crin.s,-0.53,5.7325197403,smoothed
l.crin.s,-0.54,5.7188399626,smoothed
l.crin.s,-0.55,5.7048571985,smoothed
l.crin.s,-0.56,5.6905738324,smoothed
l.crin.s,-0.57,5.6759922957,smoothed
l.crin.s,-0.58,5.6611150659,smoothed
l.crin.s,-0.59,5.6459446662,smoothed
l.crin.s,-0.6,5.6304836648,smoothed
l.crin.s,-0.61,5.614734674,smoothed
l.crin.s,-0.62,5.5987003498,smoothed
l.crin.s,-0.63,5.5823833909,smoothed
l.crin.s,-0.64,5.565786538,smoothed
l.crin.s,-0.65,5.5489125732,smoothed
l.crin.s,-0.66,5.5317643189,smoothed
l.crin.s,-0.67,5.5143446373,smoothed
l.crin.s,-0.68,5.4966564294,smoothed
l.crin.s,-0.69,5.4787026344,smoothed
l.crin.s,-0.7,5.4604862288,smoothed
l.crin.s,-0.71,5.4420102255,smoothed
l.crin.s,-0.72,5.4232776729,smoothed
l.crin.s,-0.73,5.4042916545,smoothed
l.crin.s,-0.74,5.3850552875,smoothed
l.crin.s,-0.75,5.3655717223,smoothed
l.crin.s,-0.76,5.3458441415,smoothed
l.crin.s,-0.77,5.3258757592,smoothed
l.crin.s,-0.78,5.3056698198,smoothed
l.crin.s,-0.79,5.2852295975,smoothed
l.crin.s,-0.8,5.2645583953,smoothed
l.crin.s,-0.81,5.2436595438,smoothed
l.crin.s,-0.82,5.2225364008,smoothed
l.crin.s,-0.83,5.2011923502,smoothed
l.crin.s,-0.84,5.1796308009,smoothed
l.crin.s,-0.85,5.1578551861,smoothed
l.crin.s,-0.86,5.1358689626,smoothed
l.crin.s,-0.87,5.1136756094,smoothed
l.crin.s,-0.88,5.0912786272,smoothed
l.crin.s,-0.89,5.0686815372,smoothed
l.crin.s,-0.9,5.0458878803,smoothed
l.crin.s,-0.91,5.0229012165,smoothed
l.crin.s,-0.92,4.9997251233,smoothed
l.crin.s,-0.93,4.9763631953,smoothed
l.crin.s,-0.94,4.9528190431,smoothed
l.crin.s,-0.95,4.9290962926,smoothed
l.crin.s,-0.96,4.9051985836,smoothed
l.crin.s,-0.97,4.8811295693,smoothed
l.crin.s,-0.98,4.8568929152,smoothed
l.crin.s,-0.99,4.8324922983,smoothed
l.crin.s,-1,4.807931406,smoothed
l.crin.s,-1.01,4.7832139353,smoothed
l.crin.s,-1.02,4.7583435921,smoothed
l.crin.s,-1.03,4.7333240896,smoothed
l.crin.s,-1.04,4.7081591482,smoothed
l.crin.s,-1.05,4.6828524941,smoothed
l.crin.s,-1.06,4.6574078585,smoothed
l.crin.s,-1.07,4.6318289768,smoothed
l.crin.s,-1.08,4.6061195876,smoothed
l.crin.s,-1.09,4.5802834317,smoothed
l.crin.s,-1.1,4.5543242516,smoothed
l.crin.s,-1.11,4.5282457901,smoothed
l.crin.s,-1.12,4.5020517899,smoothed
l.crin.s,-1.13,4.4757459921,smoothed
l.crin.s,-1.14,4.4493321362,smoothed
l.crin.s,-1.15,4.4228139585,smoothed
l.crin.s,-1.16,4.3961951914,smoothed
l.crin.s,-1.17,4.3694795629,smoothed
l.crin.s,-1.18,4.3426707954,smoothed
l.crin.s,-1.19,4.3157726049,smoothed
l.crin.s,-1.2,4.2887887003,smoothed
l.crin.s,-1.21,4.2617227823,smoothed
l.crin.s,-1.22,4.2345785431,smoothed
l.crin.s,-1.23,4.2073596651,smoothed
l.crin.s,-1.24,4.1800698203,smoothed
l.crin.s,-1.25,4.1527126693,smoothed
l.crin.s,-1.26,4.125291861,smoothed
l.crin.s,-1.27,4.0978110314,smoothed
l.crin.s,-1.28,4.0702738027,smoothed
l.crin.s,-1.29,4.0426837831,smoothed
l.crin.s,-1.3,4.0150445657,smoothed
l.crin.s,-1.31,3.9873597275,smoothed
l.crin.s,-1.32,3.9596328294,smoothed
l.crin.s,-1.33,3.9318674147,smoothed
l.crin.s,-1.34,3.9040670089,smoothed
l.crin.s,-1.35,3.8762351187,smoothed
l.crin.s,-1.36,3.8483752315,smoothed
l.crin.s,-1.37,3.8204908148,smoothed
l.crin.s,-1.38,3.7925853152,smoothed
l.crin.s,-1.39,3.764662158,smoothed
l.crin.s,-1.4,3.7367247466,smoothed
l.crin.s,-1.41,3.7087764614,smoothed
l.crin.s,-1.42,3.68082066,smoothed
l.crin.s,-1.43,3.6528606757,smoothed
l.crin.s,-1.44,3.6248998176,smoothed
l.crin.s,-1.45,3.5969413696,smoothed
l.crin.s,-1.46,3.5689885899,smoothed
l.crin.s,-1.47,3.5410447106,smoothed
